"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
4928,"MYAN","medium_airport","San Andros Airport",25.0538005828857,-78.0490036010742,5,"NA","BS","BS-NB","Andros Island","yes","MYAN","SAQ",,,"http://en.wikipedia.org/wiki/San_Andros_Airport",
4929,"MYAP","medium_airport","Spring Point Airport",22.4417991638,-73.9709014893,11,"NA","BS","BS-AC","Spring Point","yes","MYAP","AXP",,,,
4931,"MYAT","medium_airport","Treasure Cay Airport",26.745300293,-77.3912963867,8,"NA","BS","BS-MH","Treasure Cay","yes","MYAT","TCB",,,"http://en.wikipedia.org/wiki/Treasure_Cay_Airport",
4933,"MYBC","medium_airport","Chub Cay Airport",25.4171009063721,-77.8808975219727,5,"NA","BS","BS-NB",,"yes","MYBC","CCZ",,,"http://en.wikipedia.org/wiki/Chub_Cay_International_Airport",
4934,"MYBG","medium_airport","Great Harbour Cay Airport",25.7383003235,-77.8401031494,18,"NA","BS","BS-NB",,"no","MYBG","GHC",,,"http://en.wikipedia.org/wiki/Great_Harbour_Cay_Airport",
4935,"MYBS","medium_airport","South Bimini Airport",25.6998996735,-79.2647018433,10,"NA","BS","BS-BI","South Bimini","yes","MYBS","BIM",,,"http://en.wikipedia.org/wiki/South_Bimini_Airport",
4936,"MYCA","medium_airport","Arthur's Town Airport",24.6294002533,-75.6737976074,18,"NA","BS","BS-CI","Arthur's Town","yes","MYCA","ATC",,,"http://en.wikipedia.org/wiki/Arthur's_Town_Airport",
4937,"MYCB","medium_airport","New Bight Airport",24.315299987793,-75.4523010253906,5,"NA","BS","BS-CI","Cat Island","yes","MYCB","CAT",,,"http://en.wikipedia.org/wiki/New_Bight_Airport",
4938,"MYCI","medium_airport","Colonel Hill Airport",22.7455997467,-74.1824035645,5,"NA","BS","BS-AC","Colonel Hill","yes","MYCI","CRI",,,"http://en.wikipedia.org/wiki/Colonial_Hill_Airport","Crooked Island Airport"
4939,"MYEF","medium_airport","Exuma International Airport",23.5625991821,-75.8779983521,9,"NA","BS","BS-EX","George Town","yes","MYEF","GGT",,,"http://en.wikipedia.org/wiki/Exuma_International_Airport",
4940,"MYEG","medium_airport","George Town Airport",23.4666996002,-75.7817001343,5,"NA","BS","BS-EX","George Town","no","MYEG",,,,"http://en.wikipedia.org/wiki/George_Town_Airport",
4941,"MYEH","medium_airport","North Eleuthera Airport",25.474899292,-76.6835021973,13,"NA","BS","BS-HI","North Eleuthera","yes","MYEH","ELH",,,"http://en.wikipedia.org/wiki/North_Eleuthera_Airport",
4942,"MYEM","medium_airport","Governor's Harbour Airport",25.2847003937,-76.3310012817,26,"NA","BS","BS-GH","Governor's Harbour","yes","MYEM","GHB",,,"http://en.wikipedia.org/wiki/Governor's_Harbour_Airport",
4943,"MYEN","medium_airport","Normans Cay Airport",24.5942993164062,-76.820198059082,8,"NA","BS","BS-EX",,"no","MYEN","NMC",,,,
4944,"MYER","medium_airport","Rock Sound Airport",24.8950787333,-76.1768817902,10,"NA","BS","BS-RS","Rock Sound","no","MYER","RSD",,,"http://en.wikipedia.org/wiki/Rock_Sound_International_Airport",
4945,"MYES","medium_airport","Staniel Cay Airport",24.1690998077393,-76.4391021728516,5,"NA","BS","BS-EX",,"no","MYES","TYM",,,,
4946,"MYGF","medium_airport","Grand Bahama International Airport",26.5587005615,-78.695602417,7,"NA","BS","BS-FP","Freeport","yes","MYGF","FPO",,,"http://en.wikipedia.org/wiki/Grand_Bahama_International_Airport",
4947,"MYIG","medium_airport","Inagua Airport",20.9750003814697,-73.6669006347656,8,"NA","BS","BS-IN","Matthew Town","yes","MYIG","IGA",,,"http://en.wikipedia.org/wiki/Inagua_Airport",
4948,"MYLD","medium_airport","Deadman's Cay Airport",23.1790008545,-75.0935974121,9,"NA","BS","BS-LI","Deadman's Cay","yes","MYLD","LGI",,,"http://en.wikipedia.org/wiki/Deadman's_Cay_Airport",
4949,"MYLS","medium_airport","Stella Maris Airport",23.5823168043,-75.2686214447,10,"NA","BS","BS-LI","Stella Maris","yes","MYLS","SML",,"http://www.stellamarisresort.com/privatepilots.asp",,
4950,"MYMM","medium_airport","Mayaguana Airport",22.3794994354,-73.0134963989,11,"NA","BS","BS-MG","Mayaguana","yes","MYMM","MYG",,,"http://en.wikipedia.org/wiki/Mayaguana_Airport",
4951,"MYNN","large_airport","Lynden Pindling International Airport",25.0389995575,-77.4662017822,16,"NA","BS","BS-NP","Nassau","yes","MYNN","NAS",,"http://www.nas.bs/","http://en.wikipedia.org/wiki/Lynden_Pindling_International_Airport","Nassau International Airport"
4952,"MYRD","medium_airport","Duncan Town Airport",22.1818008422852,-75.7294998168945,6,"NA","BS","BS-RI",,"no","MYRD","DCT",,,,
4954,"MYSM","medium_airport","San Salvador Airport",24.0632991790771,-74.5240020751953,24,"NA","BS","BS-SR","San Salvador","yes","MYSM","ZSA",,,"http://en.wikipedia.org/wiki/San_Salvador_Airport",
4956,"MZBZ","large_airport","Philip S. W. Goldson International Airport",17.5391006469727,-88.3081970214844,15,"NA","BZ","BZ-BZ","Belize City","yes","MZBZ","BZE",,"http://www.pgiabelize.com/","http://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport","Belize International, Ladyville"
300544,"NBS","medium_airport","Changbaishan Airport",42.0669444444,127.602222222,2874,"AS","CN","CN-22","Baishan","yes",,"NBS",,,"http://en.wikipedia.org/wiki/Changbaishan_Airport",
4958,"NCRG","large_airport","Rarotonga International Airport",-21.2026996613,-159.805999756,19,"OC","CK","CK-U-A","Avarua","yes","NCRG","RAR",,,"http://en.wikipedia.org/wiki/Rarotonga_International_Airport",
4959,"NFFN","medium_airport","Nadi International Airport",-17.7553997039795,177.442993164062,59,"OC","FJ","FJ-W","Nadi","yes","NFFN","NAN",,,"http://en.wikipedia.org/wiki/Nadi_International_Airport",
4960,"NFNA","medium_airport","Nausori International Airport",-18.0433006286621,178.559005737305,17,"OC","FJ","FJ-C","Nausori","yes","NFNA","SUV",,,"http://en.wikipedia.org/wiki/Nausori_International_Airport",
4961,"NFNL","medium_airport","Labasa Airport",-16.4666996002197,179.339996337891,44,"OC","FJ","FJ-N",,"yes","NFNL","LBS",,,"http://en.wikipedia.org/wiki/Lambasa_Airport",
4962,"NFTF","medium_airport","Fua'amotu International Airport",-21.2411994934082,-175.149993896484,126,"OC","TO","TO-04","Nuku'alofa","yes","NFTF","TBU",,,"http://en.wikipedia.org/wiki/Fua'amotu_International_Airport",
4963,"NFTL","medium_airport","Lifuka Island Airport",-19.7770004272461,-174.341003417969,31,"OC","TO","TO-02","Lifuka","yes","NFTL","HPA",,,"http://en.wikipedia.org/wiki/Lifuka_Island_Airport","Salote Pilolevu Airport, Haapai"
4964,"NFTV","medium_airport","Vava'u International Airport",-18.5853004455566,-173.962005615234,236,"OC","TO","TO-05","Vava'u Island","yes","NFTV","VAV",,,"http://en.wikipedia.org/wiki/Vava'u_International_Airport","Vavau, Lupepau'u"
44578,"NG-0003","medium_airport","Gombe Lawanti International Airport",10.2983333333,10.8963888889,1590,"AF","NG","NG-GO","Gombe","yes","DNGO","GMO",,,"http://en.wikipedia.org/wiki/Gombe_Lawanti_International_Airport",
32192,"NG-QRW","medium_airport","Warri Airport",5.59610986709595,5.81778001785278,242,"AF","NG","NG-DE","Warri","yes",,"QRW",,"http://www.faannigeria.org/nigeria-airport.php?airport=25","http://en.wikipedia.org/wiki/Warri_Airport","Osubi Airstrip, Shell"
44571,"NGFU","medium_airport","Funafuti International Airport",-8.525,179.195999,,"OC","TV","TV-FUN","Funafuti","yes","NGFU","FUN",,,"http://en.wikipedia.org/wiki/Funafuti_International_Airport",
4972,"NGTA","medium_airport","Bonriki International Airport",1.38163995742798,173.147003173828,9,"OC","KI","KI-G","Tarawa","yes","NGTA","TRW",,,"http://en.wikipedia.org/wiki/Bonriki_International_Airport",
4973,"NGTE","medium_airport","Tabiteuea North Airport",-1.22447001934052,174.776000976562,7,"OC","KI","KI-G",,"no","NGTE","TBF",,,,
4974,"NIUE","medium_airport","Niue International Airport",-19.0790309906006,-169.925598144531,209,"OC","NU","NU-U-A","Alofi","yes","NIUE","IUE",,,"http://en.wikipedia.org/wiki/Niue_International_Airport","Hanan International Airport"
31215,"NLWF","medium_airport","Pointe Vele Airport",-14.3114004135,-178.065994263,20,"OC","WF","WF-U-A","Futuna Island","yes","NLWF","FUT",,,"http://en.wikipedia.org/wiki/Pointe_Vele_Airport",
4975,"NLWW","medium_airport","Hihifo Airport",-13.2383003235,-176.199005127,79,"OC","WF","WF-U-A","Wallis Island","yes","NLWW","WLS",,,"http://en.wikipedia.org/wiki/Hihifo_Airport",
4976,"NSFA","medium_airport","Faleolo International Airport",-13.8299999237061,-172.007995605469,58,"OC","WS","WS-AA","Apia","yes","NSFA","APW",,,"http://en.wikipedia.org/wiki/Faleolo_International_Airport",
4977,"NSFQ","medium_airport","Fitiuta Airport",-14.2172002792,-169.425003052,110,"OC","AS","AS-U-A","Fitiuta Village","no","NSFQ","FTI","FAQ",,"http://en.wikipedia.org/wiki/Fitiuta_Airport",
4978,"NSTU","medium_airport","Pago Pago International Airport",-14.3310003281,-170.710006714,32,"OC","AS","AS-U-A","Pago Pago","yes","NSTU","PPG","PPG",,"http://en.wikipedia.org/wiki/Pago_Pago_International_Airport",
4979,"NTAA","medium_airport","Faa'a International Airport",-17.5536994934,-149.606994629,5,"OC","PF","PF-U-A","Papeete","yes","NTAA","PPT",,,"http://en.wikipedia.org/wiki/Faa'a_International_Airport",
4980,"NTAR","medium_airport","Rurutu Airport",-22.4340991973877,-151.360992431641,18,"OC","PF","PF-U-A",,"yes","NTAR","RUR",,,"http://en.wikipedia.org/wiki/Rurutu_Airport",
4981,"NTAT","medium_airport","Tubuai Airport",-23.3654003143311,-149.524002075195,7,"OC","PF","PF-U-A",,"yes","NTAT","TUB",,,"http://en.wikipedia.org/wiki/Tubuai_-_Mataura_Airport",
4983,"NTGA","medium_airport","Anaa Airport",-17.3526000976562,-145.509994506836,10,"OC","PF","PF-U-A",,"yes","NTGA","AAA",,,"http://en.wikipedia.org/wiki/Anaa_Airport",
4984,"NTGB","medium_airport","Fangatau Airport",-15.819899559021,-140.886993408203,9,"OC","PF","PF-U-A",,"no","NTGB","FGU",,,,
4985,"NTGC","medium_airport","Tikehau Airport",-15.1196002960205,-148.231002807617,6,"OC","PF","PF-U-A",,"yes","NTGC","TIH",,,"http://en.wikipedia.org/wiki/Tikehau_Airport",
4986,"NTGE","medium_airport","Reao Airport",-18.4659004211426,-136.440002441406,12,"OC","PF","PF-U-A",,"no","NTGE","REA",,,,
4987,"NTGF","medium_airport","Fakarava Airport",-16.0541000366211,-145.656997680664,13,"OC","PF","PF-U-A",,"yes","NTGF","FAV",,,"http://en.wikipedia.org/wiki/Fakarava_Airport",
4988,"NTGI","medium_airport","Manihi Airport",-14.4368000030518,-146.070007324219,14,"OC","PF","PF-U-A",,"yes","NTGI","XMH",,,"http://en.wikipedia.org/wiki/Manihi_Airport",
4989,"NTGJ","medium_airport","Totegegie Airport",-23.0799007415771,-134.889999389648,7,"OC","PF","PF-U-A",,"yes","NTGJ","GMR",,,"http://en.wikipedia.org/wiki/Totegegie_Airport",
4990,"NTGK","medium_airport","Kaukura Airport",-15.6632995605469,-146.884994506836,11,"OC","PF","PF-U-A",,"yes","NTGK","KKR",,,"http://en.wikipedia.org/wiki/Kaukura_Airport",
4991,"NTGM","medium_airport","Makemo Airport",-16.5839004516602,-143.658004760742,3,"OC","PF","PF-U-A",,"yes","NTGM","MKP",,,"http://en.wikipedia.org/wiki/Makemo_Airport",
4992,"NTGP","medium_airport","Puka Puka Airport",-14.8094997406006,-138.813003540039,5,"OC","PF","PF-U-A",,"no","NTGP","PKP",,,"http://en.wikipedia.org/wiki/Puka-Puka_Airport",
4993,"NTGT","medium_airport","Takapoto Airport",-14.7095003128052,-145.246002197266,12,"OC","PF","PF-U-A",,"yes","NTGT","TKP",,,"http://en.wikipedia.org/wiki/Takapoto_Airport",
4994,"NTGU","medium_airport","Arutua Airport",-15.2482995986938,-146.617004394531,9,"OC","PF","PF-U-A",,"yes","NTGU","AXR",,,"http://en.wikipedia.org/wiki/Arutua_Airport",
4995,"NTGV","medium_airport","Mataiva Airport",-14.8681001663208,-148.716995239258,11,"OC","PF","PF-U-A",,"yes","NTGV","MVT",,,"http://en.wikipedia.org/wiki/Mataiva_Airport",
4997,"NTHE","medium_airport","Ahe Airport",-14.4280996322632,-146.25700378418,11,"OC","PF","PF-U-A","Ahe Atoll","yes","NTHE","AHE",,"http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf","http://en.wikipedia.org/wiki/Ahe_Airport","Tenukupara"
5000,"NTKR","medium_airport","Takaroa Airport",-14.4558000564575,-145.024993896484,13,"OC","PF","PF-U-A",,"yes","NTKR","TKX",,,"http://en.wikipedia.org/wiki/Takaroa_Airport",
5001,"NTMD","medium_airport","Nuku Hiva Airport",-8.79559993743896,-140.22900390625,220,"OC","PF","PF-U-A",,"yes","NTMD","NHV",,,"http://en.wikipedia.org/wiki/Nuku_Hiva_Airport",
5002,"NTMN","medium_airport","Hiva Oa-Atuona Airport",-9.76879024505615,-139.011001586914,1481,"OC","PF","PF-U-A",,"yes","NTMN","AUQ",,,,
5003,"NTTB","medium_airport","Bora Bora Airport",-16.4444007873535,-151.751007080078,10,"OC","PF","PF-U-A","Motu Mute","yes","NTTB","BOB",,,"http://en.wikipedia.org/wiki/Bora_Bora_Airport",
5004,"NTTG","medium_airport","Rangiroa Airport",-14.9542999267578,-147.660995483398,10,"OC","PF","PF-U-A",,"yes","NTTG","RGI",,,"http://en.wikipedia.org/wiki/Rangiroa_Airport",
5005,"NTTH","medium_airport","Huahine-Fare Airport",-16.6872005462646,-151.022003173828,7,"OC","PF","PF-U-A","Fare","yes","NTTH","HUH",,,"http://en.wikipedia.org/wiki/Huahine_-_Fare_Airport",
5006,"NTTM","medium_airport","Moorea Airport",-17.4899997711182,-149.761993408203,9,"OC","PF","PF-U-A",,"yes","NTTM","MOZ",,,"http://en.wikipedia.org/wiki/Moorea_T%C3%A9ma%C3%A9_Airport",
5007,"NTTO","medium_airport","Hao Airport",-18.074800491333,-140.945999145508,10,"OC","PF","PF-U-A",,"yes","NTTO","HOI",,,"http://en.wikipedia.org/wiki/Hao_Airport",
5008,"NTTP","medium_airport","Maupiti Airport",-16.4265003204346,-152.244003295898,15,"OC","PF","PF-U-A",,"yes","NTTP","MAU",,,"http://en.wikipedia.org/wiki/Maupiti_Airport",
5009,"NTTR","medium_airport","Raiatea Airport",-16.722900390625,-151.466003417969,3,"OC","PF","PF-U-A","Uturoa","yes","NTTR","RFP",,,"http://en.wikipedia.org/wiki/Raiatea_Airport",
35158,"NVSQ","medium_airport","Gaua Island Airport",-14.2180995941,167.587005615,100,"OC","VU","VU-TOB","Gaua Island","yes","NVSQ","ZGU",,,"http://en.wikipedia.org/wiki/Gaua_Airport","Banks Islands"
5010,"NVSS","medium_airport","Santo Pekoa International Airport",-15.5050001144,167.220001221,184,"OC","VU","VU-SAM","Luganville","yes","NVSS","SON",,"http://www.airports.vu/Santo%20Pekoa/Santo%20Pekoa.htm","http://en.wikipedia.org/wiki/Santo-Pekoa_International_Airport",
5011,"NVVV","medium_airport","Port Vila Bauerfield Airport",-17.6993007659912,168.320007324219,70,"OC","VU","VU-SEE","Port Vila","yes","NVVV","VLI",,,"http://en.wikipedia.org/wiki/Bauerfield_International_Airport",
5012,"NVVW","medium_airport","Tanna Airport",-19.455099105835,169.223999023438,19,"OC","VU","VU-TAE",,"yes","NVVW","TAH",,,"http://en.wikipedia.org/wiki/White_Grass_Airport",
32439,"NWWA","medium_airport","Tiga Airport",-21.0960998535156,167.804000854492,128,"OC","NC","NC-U-A","Tiga","yes","NWWA","TGJ",,,"http://en.wikipedia.org/wiki/Tiga_Airport",
30778,"NWWC","medium_airport","Île Art - Waala Airport",-19.7206001281738,163.660995483398,306,"OC","NC","NC-U-A","Waala","yes","NWWC","BMY",,,"http://en.wikipedia.org/wiki/%C3%8Ele_Art_-_Waala_Airport","Belep Islands Airport"
5013,"NWWD","medium_airport","Koné Airport",-21.0543003082275,164.837005615234,23,"OC","NC","NC-U-A","Koné","yes","NWWD","KNQ",,,"http://en.wikipedia.org/wiki/Kon%C3%A9_Airport",
5014,"NWWE","medium_airport","Île des Pins Airport",-22.5888996124268,167.455993652344,315,"OC","NC","NC-U-A","Île des Pins","yes","NWWE","ILP",,,"http://en.wikipedia.org/wiki/%C3%8Ele_des_Pins_Airport",
5015,"NWWK","medium_airport","Koumac Airport",-20.5463008880615,164.255996704102,42,"OC","NC","NC-U-A","Koumac","yes","NWWK","KOC",,,"http://en.wikipedia.org/wiki/Koumac_Airport",
5016,"NWWL","medium_airport","Lifou Airport",-20.7747993469238,167.240005493164,92,"OC","NC","NC-U-A","Lifou","yes","NWWL","LIF",,,"http://en.wikipedia.org/wiki/Lifou_Airport",
5017,"NWWM","medium_airport","Nouméa Magenta Airport",-22.25830078125,166.473007202148,10,"OC","NC","NC-U-A","Nouméa","yes","NWWM","GEA",,,"http://en.wikipedia.org/wiki/Noum%C3%A9a_Magenta_Airport","l'Aéroport de Nouméa Magenta"
5018,"NWWR","medium_airport","Maré Airport",-21.4817008972168,168.037994384766,141,"OC","NC","NC-U-A","Maré","yes","NWWR","MEE",,,"http://en.wikipedia.org/wiki/Mar%C3%A9_Airport",
5019,"NWWU","medium_airport","Touho Airport",-20.7900009155273,165.259002685547,10,"OC","NC","NC-U-A","Touho","yes","NWWU","TOU",,,"http://en.wikipedia.org/wiki/Touho_Airport",
5020,"NWWV","medium_airport","Ouvéa Airport",-20.6406002044678,166.572998046875,23,"OC","NC","NC-U-A","Ouvéa","yes","NWWV","UVE",,,"http://en.wikipedia.org/wiki/Ouv%C3%A9a_Airport",
5021,"NWWW","medium_airport","La Tontouta International Airport",-22.0146007537842,166.212997436523,52,"OC","NC","NC-U-A","Nouméa","yes","NWWW","NOU",,"http://www.cci-nc.com/tontouta/index.php","http://en.wikipedia.org/wiki/La_Tontouta_International_Airport","Aéroport de Nouméa - La Tontouta"
5023,"NZAA","large_airport","Auckland International Airport",-37.0080986023,174.792007446,23,"OC","NZ","NZ-AUK","Auckland","yes","NZAA","AKL",,"http://www.auckland-airport.co.nz/","http://en.wikipedia.org/wiki/Auckland_International_Airport",
5024,"NZAP","medium_airport","Taupo Airport",-38.7397003173828,176.083999633789,1335,"OC","NZ","NZ-WKO","Taupo","yes","NZAP","TUO",,,"http://en.wikipedia.org/wiki/Taupo_Airport",
5025,"NZAR","medium_airport","Ardmore Airport",-37.0297012329102,174.973007202148,111,"OC","NZ","NZ-AUK","Manurewa","no","NZAR","AMZ",,"http://www.nzar.co.nz/","http://en.wikipedia.org/wiki/Ardmore_Airport",
5026,"NZCH","large_airport","Christchurch International Airport",-43.4893989562988,172.531997680664,123,"OC","NZ","NZ-CAN","Christchurch","yes","NZCH","CHC",,"http://www.christchurchairport.co.nz/","http://en.wikipedia.org/wiki/Christchurch_International_Airport",
5027,"NZCI","medium_airport","Chatham Islands-Tuuta Airport",-43.810001373291,-176.457000732422,43,"OC","NZ","NZ-WGN","Waitangi","yes","NZCI","CHT",,,"http://en.wikipedia.org/wiki/Chatham_Islands_/_Tuuta_Airport","Karewa"
5028,"NZDN","medium_airport","Dunedin Airport",-45.9281005859375,170.197998046875,4,"OC","NZ","NZ-OTA","Dunedin","yes","NZDN","DUD",,"http://www.dnairport.co.nz/","http://en.wikipedia.org/wiki/Dunedin_International_Airport",
5030,"NZGS","medium_airport","Gisborne Airport",-38.6632995605469,177.977996826172,15,"OC","NZ","NZ-GIS","Gisborne","yes","NZGS","GIS",,,"http://en.wikipedia.org/wiki/Gisborne_Airport",
5031,"NZGT","medium_airport","Glentanner Airport",-43.9067001342773,170.128005981445,1824,"OC","NZ","NZ-CAN","Glentanner Station","no","NZGT","GTN",,,"http://en.wikipedia.org/wiki/Glentanner_Aerodrome","Lake Pukaki"
5032,"NZHK","medium_airport","Hokitika Airfield",-42.7136001586914,170.985000610352,146,"OC","NZ","NZ-WTC",,"yes","NZHK","HKK",,,"http://en.wikipedia.org/wiki/Hokitika_Airport",
5033,"NZHN","medium_airport","Hamilton International Airport",-37.8666992188,175.332000732,172,"OC","NZ","NZ-WKO","Hamilton","yes","NZHN","HLZ",,"http://www.hamiltonairport.co.nz/","http://en.wikipedia.org/wiki/Hamilton_International_Airport",
5035,"NZIR","medium_airport","McMurdo Station Ice Runway",-77.8539962768555,166.468994140625,1,"AN","AQ","AQ-U-A","McMurdo Station","no","NZIR",,,,"http://en.wikipedia.org/wiki/Sea_ice_runway",
5036,"NZKK","medium_airport","Kerikeri Airport",-35.2627983093262,173.912002563477,492,"OC","NZ","NZ-NTL","Kerikeri","yes","NZKK","KKE",,"http://www.kerikeri-airport.co.nz/","http://en.wikipedia.org/wiki/Kerikeri_Airport",
5037,"NZKT","medium_airport","Kaitaia Airport",-35.0699996948242,173.285003662109,270,"OC","NZ","NZ-NTL","Kaitaia","yes","NZKT","KAT",,,"http://en.wikipedia.org/wiki/Kaitaia_Airport",
5038,"NZLX","medium_airport","Alexandra Airport",-45.2117004394531,169.373001098633,752,"OC","NZ","NZ-OTA","Alexandra","no","NZLX","ALR",,,"http://en.wikipedia.org/wiki/Alexandra_Aerodrome",
5039,"NZMC","medium_airport","Mount Cook Airport",-43.7649993896484,170.132995605469,2153,"OC","NZ","NZ-CAN",,"no","NZMC","MON",,,,
5040,"NZMO","medium_airport","Manapouri Airport",-45.5331001281738,167.649993896484,687,"OC","NZ","NZ-STL",,"no","NZMO","TEU",,,,
5041,"NZMS","medium_airport","Hood Airport",-40.9733009338379,175.634002685547,364,"OC","NZ","NZ-WGN","Masterton","no","NZMS","MRO",,"http://www.svas.org.nz/pages/hood_aerodrome_location.htm","http://en.wikipedia.org/wiki/Hood_Aerodrome",
5042,"NZNP","medium_airport","New Plymouth Airport",-39.0085983276367,174.179000854492,97,"OC","NZ","NZ-TKI","New Plymouth","yes","NZNP","NPL",,,"http://en.wikipedia.org/wiki/New_Plymouth_Airport",
5043,"NZNR","medium_airport","Napier Airport",-39.4658012390137,176.869995117188,6,"OC","NZ","NZ-HKB",,"yes","NZNR","NPE",,,"http://en.wikipedia.org/wiki/Napier_Airport",
5044,"NZNS","medium_airport","Nelson Airport",-41.2983016967773,173.220993041992,17,"OC","NZ","NZ-NSN","Nelson","yes","NZNS","NSN",,"http://www.nelsonairport.co.nz/","http://en.wikipedia.org/wiki/Nelson_Airport_(New_Zealand)",
5045,"NZNV","medium_airport","Invercargill Airport",-46.4123992919922,168.313003540039,5,"OC","NZ","NZ-STL","Invercargill","yes","NZNV","IVC",,"http://www.invercargillairport.co.nz/index.htm","http://en.wikipedia.org/wiki/Invercargill_Airport",
5046,"NZOH","medium_airport","RNZAF Base Ohakea",-40.2060012817383,175.388000488281,164,"OC","NZ","NZ-MWT",,"no","NZOH","OHA",,"http://www.airforce.mil.nz/about/hqbases/boh.htm","http://en.wikipedia.org/wiki/RNZAF_Base_Ohakea",
5047,"NZOU","medium_airport","Oamaru Airport",-44.9700012207031,171.082000732422,99,"OC","NZ","NZ-OTA",,"yes","NZOU","OAM",,,"http://en.wikipedia.org/wiki/Oamaru_Aerodrome",
5048,"NZPG","medium_airport","McMurdo Station Pegasus Field",-77.9634017944336,166.524993896484,18,"AN","AQ","AQ-U-A","McMurdo Station","no","NZPG",,,,"http://en.wikipedia.org/wiki/Pegasus_blue_ice_runway",
5049,"NZPM","medium_airport","Palmerston North Airport",-40.3205986022949,175.617004394531,151,"OC","NZ","NZ-MWT",,"yes","NZPM","PMR",,"http://www.pnairport.co.nz/index.php","http://en.wikipedia.org/wiki/Palmerston_North_International_Airport",
5050,"NZPP","medium_airport","Paraparaumu Airport",-40.9047012329102,174.988998413086,22,"OC","NZ","NZ-WGN",,"no","NZPP","PPQ",,,"http://en.wikipedia.org/wiki/Paraparaumu_Airport",
5051,"NZQN","medium_airport","Queenstown International Airport",-45.0210990906,168.738998413,1171,"OC","NZ","NZ-OTA","Queenstown","yes","NZQN","ZQN",,,"http://en.wikipedia.org/wiki/Queenstown_International_Airport",
5052,"NZRO","medium_airport","Rotorua Regional Airport",-38.1091995239258,176.317001342773,935,"OC","NZ","NZ-BOP","Rotorua","yes","NZRO","ROT",,,"http://en.wikipedia.org/wiki/Rotorua_Regional_Airport",
5054,"NZSP","medium_airport","South Pole Station Airport",-90,0,9300,"AN","AQ","AQ-U-A",,"no","NZSP",,,,"http://en.wikipedia.org/wiki/Amundsen-Scott_South_Pole_Station",
5055,"NZTG","medium_airport","Tauranga Airport",-37.6719017028809,176.195999145508,13,"OC","NZ","NZ-BOP","Tauranga","yes","NZTG","TRG",,,"http://en.wikipedia.org/wiki/Tauranga_Airport",
5056,"NZTU","medium_airport","Timaru Airport",-44.3027992248535,171.225006103516,89,"OC","NZ","NZ-CAN",,"yes","NZTU","TIU",,,"http://en.wikipedia.org/wiki/Richard_Pearse_Airport",
5057,"NZUK","medium_airport","Pukaki Airport",-44.2350006104,170.117996216,1575,"OC","NZ","NZ-CAN","Twitzel","no","NZUK","TWZ",,,"http://en.wikipedia.org/wiki/South_Island",
5058,"NZWB","medium_airport","Woodbourne Airport",-41.5182991027832,173.869995117188,109,"OC","NZ","NZ-MBH","Blenheim","yes","NZWB","BHE",,,"http://en.wikipedia.org/wiki/Woodbourne_Airport",
5059,"NZWD","medium_airport","Williams Field",-77.8674011230469,167.057006835938,68,"AN","AQ","AQ-U-A","McMurdo Station","no","NZWD",,,,"http://en.wikipedia.org/wiki/Williams_Field","Willies Field"
5060,"NZWF","medium_airport","Wanaka Airport",-44.7221984863281,169.246002197266,1142,"OC","NZ","NZ-OTA",,"yes","NZWF","WKA",,,"http://en.wikipedia.org/wiki/Wanaka_Airport",
5062,"NZWK","medium_airport","Whakatane Airport",-37.9206008911133,176.914001464844,20,"OC","NZ","NZ-BOP",,"yes","NZWK","WHK",,,"http://en.wikipedia.org/wiki/Whakatane_Airport",
5063,"NZWN","large_airport","Wellington International Airport",-41.3272018433,174.804992676,41,"OC","NZ","NZ-WGN","Wellington","yes","NZWN","WLG",,"http://www.wellingtonairport.co.nz/","http://en.wikipedia.org/wiki/Wellington_International_Airport",
5064,"NZWO","medium_airport","Wairoa Airport",-39.0069007873535,177.406997680664,42,"OC","NZ","NZ-HKB","Wairoa","no","NZWO","WIR",,,,
5065,"NZWP","medium_airport","RNZAF Base Auckland-Whenuapai",-36.7877998352051,174.630004882812,100,"OC","NZ","NZ-AUK",,"no","NZWP",,,"http://www.airforce.mil.nz/about-us/hq-and-bases/auckland.htm","http://en.wikipedia.org/wiki/RNZAF_Base_Auckland",
5066,"NZWR","medium_airport","Whangarei Airport",-35.7682991027832,174.365005493164,133,"OC","NZ","NZ-NTL",,"yes","NZWR","WRE",,,"http://en.wikipedia.org/wiki/Whangarei_Airport",
5067,"NZWS","medium_airport","Westport Airport",-41.7380981445312,171.580993652344,13,"OC","NZ","NZ-WTC",,"yes","NZWS","WSZ",,,"http://en.wikipedia.org/wiki/Westport_Airport_(New_Zealand)",
5068,"NZWU","medium_airport","Wanganui Airport",-39.9622001647949,175.024993896484,27,"OC","NZ","NZ-MWT","Wanganui","yes","NZWU","WAG",,,"http://en.wikipedia.org/wiki/Wanganui_Airport",
5069,"OAHR","medium_airport","Herat Airport",34.2099990844727,62.2282981872559,3206,"AS","AF","AF-HER",,"yes","OAHR","HEA",,,"http://en.wikipedia.org/wiki/Herat_Airfield",
